rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,Exclusive
2718,FIFA 15,Wii,Nintendo Wii,Nintendo,7th,N,2014,Sports,Electronic Arts,0.24,0.46,0,0.06,0.76,Non-Exclusive
450,FIFA 15,X360,Xbox 360,Microsoft,7th,N,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11,Non-Exclusive
514,FIFA 16,PS3,PlayStation 3,SONY,7th,N,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85,Non-Exclusive
1065,FIFA 16,X360,Xbox 360,Microsoft,7th,N,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,1.69,Non-Exclusive
5058,FIFA 17,PS3,PlayStation 3,SONY,7th,N,2016,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38,Non-Exclusive
8192,FIFA 17,X360,Xbox 360,Microsoft,7th,N,2016,Sports,Electronic Arts,0.03,0.13,0,0.01,0.18,Non-Exclusive
922,FIFA 2000,PS,PlayStation,SONY,5th,N,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,Exclusive
5637,FIFA 2001 Major League Soccer,PS,PlayStation,SONY,5th,N,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32,Exclusive
10991,FIFA 2001: Major League Soccer,PS2,PlayStation 2,SONY,6th,N,2000,Sports,Electronic Arts,0,0,0.09,0,0.09,Exclusive
3720,FIFA 99,N64,Nintendo 64,Nintendo,5th,N,1998,Sports,Electronic Arts,0.11,0.39,0,0.03,0.54,Exclusive
9994,FIFA Soccer,PSP,PlayStation Portable,SONY,7th,Y,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12,Exclusive
270,FIFA Soccer 06,PS2,PlayStation 2,SONY,6th,N,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,Non-Exclusive
2998,FIFA Soccer 06,XB,Xbox,Microsoft,6th,N,2005,Sports,Electronic Arts,0.29,0.38,0,0.01,0.68,Non-Exclusive
12150,FIFA Soccer 06,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Sports,Electronic Arts,0.05,0.02,0,0,0.07,Non-Exclusive
284,FIFA Soccer 07,PS2,PlayStation 2,SONY,6th,N,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,Non-Exclusive
8075,FIFA Soccer 07,GC,GameCube,Nintendo,6th,N,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18,Non-Exclusive
3695,FIFA Soccer 07,XB,Xbox,Microsoft,6th,N,2006,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54,Non-Exclusive
441,FIFA Soccer 08,PS2,PlayStation 2,SONY,6th,N,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,Non-Exclusive
2028,FIFA Soccer 08,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,Non-Exclusive
1455,FIFA Soccer 08,X360,Xbox 360,Microsoft,7th,N,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,Non-Exclusive
703,FIFA Soccer 09,PS2,PlayStation 2,SONY,6th,N,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,Non-Exclusive
4041,FIFA Soccer 09,DS,Nintendo DS,Nintendo,7th,Y,2008,Sports,Electronic Arts,0.12,0.31,0,0.06,0.49,Non-Exclusive
879,FIFA Soccer 09,X360,Xbox 360,Microsoft,7th,N,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,Non-Exclusive
2319,FIFA Soccer 09 All-Play,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,Electronic Arts,0.29,0.52,0,0.09,0.9,Exclusive
1052,FIFA Soccer 10,PS2,PlayStation 2,SONY,6th,N,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7,Non-Exclusive
2102,FIFA Soccer 10,Wii,Nintendo Wii,Nintendo,7th,N,2009,Sports,Electronic Arts,0.23,0.65,0,0.11,0.99,Non-Exclusive
584,FIFA Soccer 10,X360,Xbox 360,Microsoft,7th,N,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,Non-Exclusive
2711,FIFA Soccer 11,PS2,PlayStation 2,SONY,6th,N,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76,Non-Exclusive
1905,FIFA Soccer 11,Wii,Nintendo Wii,Nintendo,7th,N,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.08,Non-Exclusive
367,FIFA Soccer 11,X360,Xbox 360,Microsoft,7th,N,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,Non-Exclusive
83,FIFA Soccer 13,PS3,PlayStation 3,SONY,7th,N,2012,Action,Electronic Arts,1.06,5.05,0.13,2.01,8.24,Non-Exclusive
2830,FIFA Soccer 13,Wii,Nintendo Wii,Nintendo,7th,N,2012,Action,Electronic Arts,0.19,0.46,0,0.08,0.72,Non-Exclusive
186,FIFA Soccer 13,X360,Xbox 360,Microsoft,7th,N,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,Non-Exclusive
8828,FIFA Soccer 2002,PS,PlayStation,SONY,5th,N,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,Non-Exclusive
8144,FIFA Soccer 2002,GC,GameCube,Nintendo,6th,N,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18,Non-Exclusive
393,FIFA Soccer 2003,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,Non-Exclusive
11431,FIFA Soccer 2003,GC,GameCube,Nintendo,6th,N,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08,Non-Exclusive
3194,FIFA Soccer 2003,XB,Xbox,Microsoft,6th,N,2002,Sports,Electronic Arts,0.2,0.4,0,0.04,0.63,Non-Exclusive
13613,FIFA Soccer 2003 (weekly jp sales),PS2,PlayStation 2,SONY,6th,N,2002,Sports,Electronic Arts,0,0,0.04,0,0.04,Exclusive
11998,FIFA Soccer 2004,GC,GameCube,Nintendo,6th,N,2003,Sports,Electronic Arts,0.05,0.01,0,0,0.07,Non-Exclusive
2625,FIFA Soccer 2004,XB,Xbox,Microsoft,6th,N,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79,Non-Exclusive
378,FIFA Soccer 2004,PS2,PlayStation 2,SONY,6th,N,2011,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,Non-Exclusive
335,FIFA Soccer 2005,PS2,PlayStation 2,SONY,6th,N,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,Non-Exclusive
9062,FIFA Soccer 2005,GC,GameCube,Nintendo,6th,N,2004,Sports,Electronic Arts,0.11,0.03,0,0,0.14,Non-Exclusive
2142,FIFA Soccer 2005,XB,Xbox,Microsoft,6th,N,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,Non-Exclusive
4047,FIFA Soccer 64,N64,Nintendo 64,Nintendo,5th,N,1997,Sports,Electronic Arts,0.16,0.3,0,0.03,0.49,Exclusive
8627,FIFA Soccer 96,PS,PlayStation,SONY,5th,N,1995,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,Exclusive
8662,FIFA Soccer 97,PS,PlayStation,SONY,5th,N,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,Exclusive
2489,FIFA Soccer World Championship,PS2,PlayStation 2,SONY,6th,N,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83,Exclusive
5724,FIFA Street,PS2,PlayStation 2,SONY,6th,N,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31,Non-Exclusive
12726,FIFA Street,GC,GameCube,Nintendo,6th,N,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.06,Non-Exclusive
10528,FIFA Street,XB,Xbox,Microsoft,6th,N,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1,Non-Exclusive
5145,FIFA Street 2,PS2,PlayStation 2,SONY,6th,N,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,Non-Exclusive
10039,FIFA Street 2,GC,GameCube,Nintendo,6th,N,2006,Sports,Electronic Arts,0.09,0.02,0,0,0.11,Non-Exclusive
11342,FIFA Street 2,XB,Xbox,Microsoft,6th,N,2006,Sports,Electronic Arts,0.06,0.02,0,0,0.08,Non-Exclusive
5509,FIFA Street 3,PS3,PlayStation 3,SONY,7th,N,2008,Sports,Electronic Arts,0.08,0.18,0,0.06,0.33,Non-Exclusive
10856,FIFA Street 3,DS,Nintendo DS,Nintendo,7th,Y,2008,Sports,Electronic Arts,0.07,0.02,0,0.01,0.09,Non-Exclusive
5950,FIFA Street 3,X360,Xbox 360,Microsoft,7th,N,2008,Sports,Electronic Arts,0.12,0.14,0,0.03,0.3,Non-Exclusive
3544,FIFA World Cup Germany 2006,PS2,PlayStation 2,SONY,6th,N,2006,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57,Non-Exclusive
9502,FIFA World Cup Germany 2006,GC,GameCube,Nintendo,6th,N,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13,Non-Exclusive
6936,FIFA World Cup Germany 2006,XB,Xbox,Microsoft,6th,N,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24,Non-Exclusive
14254,FIFA World Cup: Germany 2006,GBA,Game Boy Advance,Nintendo,6th,Y,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,Exclusive
3467,FIFA: Road to  World Cup 98,N64,Nintendo 64,Nintendo,5th,N,1997,Sports,Electronic Arts,0.15,0.39,0,0.03,0.58,Exclusive
2796,FIFA: Road to World Cup 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,Exclusive
10646,Fifi and the Flowertots,DS,Nintendo DS,Nintendo,7th,Y,2009,Misc,Avanquest,0,0.09,0,0.01,0.1,Exclusive
8000,Fight Club,PS2,PlayStation 2,SONY,6th,N,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18,Non-Exclusive
10379,Fight Club,XB,Xbox,Microsoft,6th,N,2004,Fighting,Vivendi Games,0.08,0.02,0,0,0.11,Non-Exclusive
1285,Fight Night 2004,PS2,PlayStation 2,SONY,6th,N,2004,Fighting,Electronic Arts,1.08,0.2,0,0.2,1.48,Non-Exclusive
3001,Fight Night 2004,XB,Xbox,Microsoft,6th,N,2004,Fighting,Electronic Arts,0.51,0.15,0,0.02,0.68,Non-Exclusive
1778,Fight Night Champion,PS3,PlayStation 3,SONY,7th,N,2011,Fighting,Electronic Arts,0.45,0.51,0,0.19,1.15,Non-Exclusive
2565,Fight Night Champion,X360,Xbox 360,Microsoft,7th,N,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8,Non-Exclusive
2399,Fight Night Round 2,PS2,PlayStation 2,SONY,6th,N,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87,Non-Exclusive
8275,Fight Night Round 2,GC,GameCube,Nintendo,6th,N,2005,Fighting,Electronic Arts,0.13,0.03,0,0,0.17,Non-Exclusive
3342,Fight Night Round 2,XB,Xbox,Microsoft,6th,N,2005,Fighting,Electronic Arts,0.42,0.16,0,0.02,0.6,Non-Exclusive
3019,Fight Night Round 2004,XB,Xbox,Microsoft,6th,N,2004,Fighting,Electronic Arts,0.46,0.18,0,0.03,0.67,Exclusive
1188,Fight Night Round 3,PS2,PlayStation 2,SONY,6th,N,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56,Non-Exclusive
5506,Fight Night Round 3,XB,Xbox,Microsoft,6th,N,2006,Fighting,Electronic Arts,0.26,0.06,0,0.01,0.33,Non-Exclusive
1220,Fight Night Round 4,PS3,PlayStation 3,SONY,7th,N,2009,Fighting,Electronic Arts,0.92,0.41,0,0.21,1.53,Non-Exclusive
1370,Fight Night Round 4,X360,Xbox 360,Microsoft,7th,N,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13,1.41,Non-Exclusive
13117,Fighter Destiny 2,N64,Nintendo 64,Nintendo,5th,N,1999,Fighting,Imagineer,0.04,0.01,0,0,0.05,Exclusive
8321,Fighter Maker,PS,PlayStation,SONY,5th,N,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,Exclusive
12088,Fighter Maker 2,PS2,PlayStation 2,SONY,6th,N,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07,Exclusive
7875,Fighter Within,XOne,Xbox One,Microsoft,8th,N,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19,Exclusive
8583,Fighters Destiny,N64,Nintendo 64,Nintendo,5th,N,1998,Fighting,Ocean,0.13,0.03,0,0,0.16,Exclusive
3276,Fighters MEGAMiX,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,Sega,0,0,0.62,0,0.62,Exclusive
3333,Fighters Uncaged,X360,Xbox 360,Microsoft,7th,N,2010,Fighting,Ubisoft,0.31,0.24,0,0.06,0.61,Exclusive
10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,Nintendo DS,Nintendo,7th,Y,2009,Role-Playing,Aspyr,0.09,0,0,0.01,0.09,Exclusive
1494,Fighting Force,PS,PlayStation,SONY,5th,N,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32,Exclusive
3648,Fighting Force 2,PS,PlayStation,SONY,5th,N,1999,Action,Eidos Interactive,0.31,0.21,0,0.04,0.55,Exclusive
10225,Fighting Force 64,N64,Nintendo 64,Nintendo,5th,N,1999,Action,Crave Entertainment,0.09,0.02,0,0,0.11,Exclusive
4823,Fighting Vipers,SAT,Sega Saturn,SEGA,5th,N,1995,Fighting,Sega,0,0,0.4,0,0.4,Exclusive
14004,Fighting Vipers 2,DC,Dreamcast,SEGA,6th,N,2000,Fighting,Sega,0,0,0.04,0,0.04,Exclusive
15293,Final Approach 2: 1st Priority,PS2,PlayStation 2,SONY,6th,N,2008,Adventure,Princess Soft,0,0,0.02,0,0.02,Exclusive
6401,Final Doom,PS,PlayStation,SONY,5th,N,1995,Shooter,GT Interactive,0.15,0.1,0,0.02,0.27,Exclusive
2468,Final Fantasy,NES,Nintendo Entertainment System,Nintendo,3rd,N,1987,Role-Playing,SquareSoft,0.32,0,0.52,0,0.84,Exclusive
5035,Final Fantasy Adventure,GB,Game Boy,Nintendo,4th,Y,1991,Role-Playing,SquareSoft,0,0,0.38,0,0.38,Exclusive
3429,Final Fantasy Anniversary Edition,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59,Exclusive
2573,Final Fantasy Anthology,PS,PlayStation,SONY,5th,N,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8,Exclusive
3835,Final Fantasy Chronicles,PS,PlayStation,SONY,5th,N,2001,Role-Playing,Square,0.29,0.2,0,0.03,0.52,Exclusive
4385,Final Fantasy Collection,PS,PlayStation,SONY,5th,N,1999,Role-Playing,Square,0,0,0.42,0.03,0.45,Exclusive
6497,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Nintendo Wii,Nintendo,7th,N,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26,Exclusive
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67,Exclusive
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,Nintendo Wii,Nintendo,7th,N,2009,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,Exclusive
3848,Final Fantasy Explorers,3DS,Nintendo 3DS,Nintendo,8th,Y,2014,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52,Exclusive
6813,Final Fantasy Fables: Chocobo Tales,DS,Nintendo DS,Nintendo,7th,Y,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24,Exclusive
7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,Exclusive
10311,Final Fantasy I & II,NES,Nintendo Entertainment System,Nintendo,3rd,N,1994,Role-Playing,Square,0,0,0.11,0,0.11,Exclusive
1702,Final Fantasy I & II: Dawn of Souls,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,Exclusive
2706,Final Fantasy II,NES,Nintendo Entertainment System,Nintendo,3rd,N,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76,Exclusive
3926,Final Fantasy II Anniversary Edition,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51,Exclusive
1387,Final Fantasy III,NES,Nintendo Entertainment System,Nintendo,3rd,N,1990,Role-Playing,SquareSoft,0,0,1.39,0.01,1.4,Non-Exclusive
10025,Final Fantasy III,PSP,PlayStation Portable,SONY,7th,Y,2012,Role-Playing,Square Enix,0,0,0.11,0,0.11,Non-Exclusive
5786,Final Fantasy IV,PS,PlayStation,SONY,5th,N,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31,Non-Exclusive
1575,Final Fantasy IV,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26,Non-Exclusive
3319,Final Fantasy IV Advance,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,Exclusive
3598,Final Fantasy IV: The Complete Collection,PSP,PlayStation Portable,SONY,7th,Y,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,Exclusive
174,Final Fantasy IX,PS,PlayStation,SONY,5th,N,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,Exclusive
2729,Final Fantasy Legend III,GB,Game Boy,Nintendo,4th,Y,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76,Exclusive
631,Final Fantasy Tactics,PS,PlayStation,SONY,5th,N,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,Exclusive
2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79,Exclusive
771,Final Fantasy Tactics Advance,GBA,Game Boy Advance,Nintendo,6th,Y,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,Exclusive
1745,Final Fantasy Tactics: The War of the Lions,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16,Exclusive
2546,Final Fantasy Type-0,PSP,PlayStation Portable,SONY,7th,Y,2011,Role-Playing,Unknown,0,0,0.81,0,0.81,Non-Exclusive
6703,Final Fantasy Type-0,XOne,Xbox One,Microsoft,8th,N,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,0.25,Non-Exclusive
630,Final Fantasy V,SNES,Super Nintendo,Nintendo,4th,N,1992,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45,Non-Exclusive
8386,Final Fantasy V,PS,PlayStation,SONY,5th,N,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,0.17,Non-Exclusive
6493,Final Fantasy V Advance,GBA,Game Boy Advance,Nintendo,6th,Y,2006,Role-Playing,Nintendo,0,0,0.26,0.01,0.26,Exclusive
11455,Final Fantasy VI,PS,PlayStation,SONY,5th,N,1999,Role-Playing,Sony Computer Entertainment,0,0,0.08,0.01,0.08,Exclusive
6146,Final Fantasy VI Advance,GBA,Game Boy Advance,Nintendo,6th,Y,2006,Role-Playing,Nintendo,0,0,0.28,0.01,0.28,Exclusive
67,Final Fantasy VII,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,Exclusive
3228,Final Fantasy VII International,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Square,0,0,0.59,0.04,0.63,Exclusive
88,Final Fantasy VIII,PS,PlayStation,SONY,5th,N,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,Exclusive
87,Final Fantasy X,PS2,PlayStation 2,SONY,6th,N,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,Exclusive
1480,Final Fantasy X / X-2 HD Remaster,PS3,PlayStation 3,SONY,7th,N,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33,Exclusive
6281,Final Fantasy X International,PS2,PlayStation 2,SONY,6th,N,2004,Role-Playing,Square Enix,0,0,0.27,0,0.27,Exclusive
2877,Final Fantasy X/X-2 HD Remaster,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71,Exclusive
175,Final Fantasy X-2,PS2,PlayStation 2,SONY,6th,N,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,Exclusive
6077,Final Fantasy X-2: International + Last Mission,PS2,PlayStation 2,SONY,6th,N,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29,Exclusive
5620,Final Fantasy XI,PS2,PlayStation 2,SONY,6th,N,2011,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32,Non-Exclusive
7790,Final Fantasy XI,X360,Xbox 360,Microsoft,7th,N,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19,Non-Exclusive
15850,Final Fantasy XI: All-In-One Pack 2006,X360,Xbox 360,Microsoft,7th,N,2006,Role-Playing,Square Enix,0,0,0.02,0,0.02,Exclusive
6756,Final Fantasy XI: Chains of Promathia,PS2,PlayStation 2,SONY,6th,N,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25,Exclusive
9336,Final Fantasy XI: Rise of the Zilart,PS2,PlayStation 2,SONY,6th,N,2003,Role-Playing,Square Enix,0,0,0.13,0,0.13,Exclusive
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,PlayStation 2,SONY,6th,N,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,Exclusive
6380,Final Fantasy XI: Ultimate Collection,X360,Xbox 360,Microsoft,7th,N,2009,Role-Playing,Square Enix,0.25,0,0,0.02,0.27,Exclusive
11564,Final Fantasy XI: Vana'diel Collection 2008,PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,Non-Exclusive
8831,Final Fantasy XI: Vana'diel Collection 2008,X360,Xbox 360,Microsoft,7th,N,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01,0.15,Non-Exclusive
2560,Final Fantasy XI: Wings of the Goddess,PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,Non-Exclusive
5943,Final Fantasy XI: Wings of the Goddess,X360,Xbox 360,Microsoft,7th,N,2007,Role-Playing,Square Enix,0.25,0,0.02,0.02,0.3,Non-Exclusive
148,Final Fantasy XII,PS2,PlayStation 2,SONY,6th,N,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74,5.95,Exclusive
10377,Final Fantasy XII International Zodiac Job System,PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Square Enix,0,0,0.11,0,0.11,Exclusive
1392,Final Fantasy XII: Revenant Wings,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39,Exclusive
170,Final Fantasy XIII,PS3,PlayStation 3,SONY,7th,N,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,Non-Exclusive
754,Final Fantasy XIII,X360,Xbox 360,Microsoft,7th,N,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2,2.17,Non-Exclusive
564,Final Fantasy XIII-2,PS3,PlayStation 3,SONY,7th,N,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,Non-Exclusive
2770,Final Fantasy XIII-2,X360,Xbox 360,Microsoft,7th,N,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74,Non-Exclusive
1823,Final Fantasy XIV: A Realm Reborn,PS3,PlayStation 3,SONY,7th,N,2013,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12,Exclusive
15271,Final Fantasy XIV: Heavensward,PS3,PlayStation 3,SONY,7th,N,2015,Action,Square Enix,0.01,0,0.01,0,0.02,Exclusive
1269,Final Fantasy: Crystal Chronicles,GC,GameCube,Nintendo,6th,N,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,Exclusive
3396,Final Fantasy: The 4 Heroes of Light,DS,Nintendo DS,Nintendo,7th,Y,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59,Exclusive
1192,Final Fight,SNES,Super Nintendo,Nintendo,4th,N,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56,Exclusive
2035,Final Fight 2,SNES,Super Nintendo,Nintendo,4th,N,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02,Exclusive
7475,Final Fight One,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,Exclusive
12833,Final Fight: Streetwise,PS2,PlayStation 2,SONY,6th,N,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,Non-Exclusive
15731,Final Fight: Streetwise,XB,Xbox,Microsoft,6th,N,2006,Action,Capcom,0.01,0,0,0,0.02,Non-Exclusive
795,Finding Nemo,PS2,PlayStation 2,SONY,6th,N,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09,Non-Exclusive
2339,Finding Nemo,GC,GameCube,Nintendo,6th,N,2003,Action,THQ,0.69,0.18,0,0.02,0.89,Non-Exclusive
3063,Finding Nemo,XB,Xbox,Microsoft,6th,N,2003,Action,THQ,0.48,0.16,0,0.02,0.66,Non-Exclusive
8297,Finding Nemo: Escape to the Big Blue,DS,Nintendo DS,Nintendo,7th,Y,2006,Action,THQ,0.12,0.04,0,0.01,0.17,Exclusive
5938,Finding Nemo: The Continuing Adventures,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Action,THQ,0.21,0.08,0,0.01,0.3,Exclusive
13238,Finny the Fish & the Seven Waters,PS2,PlayStation 2,SONY,6th,N,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05,Exclusive
2135,Fire Emblem,GBA,Game Boy Advance,Nintendo,6th,Y,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,Exclusive
1212,Fire Emblem Fates,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54,Exclusive
849,Fire Emblem: Awakening,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2,Exclusive
4904,Fire Emblem: Fuuin no Tsurugi,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Role-Playing,Nintendo,0,0,0.39,0,0.39,Exclusive
2940,Fire Emblem: Monsh? no Nazo,SNES,Super Nintendo,Nintendo,4th,N,1994,Role-Playing,Nintendo,0,0,0.7,0,0.7,Exclusive
3725,Fire Emblem: Path of Radiance,GC,GameCube,Nintendo,6th,N,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,Exclusive
3904,Fire Emblem: Radiant Dawn,Wii,Nintendo Wii,Nintendo,7th,N,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51,Exclusive
3487,Fire Emblem: Seisen no Keifu,SNES,Super Nintendo,Nintendo,4th,N,1996,Strategy,Nintendo,0,0,0.58,0,0.58,Exclusive
3116,Fire Emblem: Shadow Dragon,DS,Nintendo DS,Nintendo,7th,Y,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65,Exclusive
