rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
15651,Tail of the Sun,PS,PlayStation,SONY,5th,N,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02
15763,Discworld II: Mortality Bytes!,PS,PlayStation,SONY,5th,N,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02
16229,Victory Spike,PS,PlayStation,SONY,5th,N,1996,Sports,Imagineer,0,0,0.01,0,0.01
16376,Meru Purana,PS,PlayStation,SONY,5th,N,1996,Strategy,Gust,0,0,0.01,0,0.01
3276,Fighters MEGAMiX,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,Sega,0,0,0.62,0,0.62
3649,Sakura Wars,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Sega,0,0,0.55,0,0.55
4483,Neon Genesis Evangelion,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Sega,0,0,0.44,0,0.44
4509,NiGHTS into dreams...,SAT,Sega Saturn,SEGA,5th,N,1996,Platform,Sega,0,0,0.43,0,0.43
4713,E0: Enemy Zero,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Sega,0,0,0.41,0,0.41
5044,Tokimeki Memorial: Forever with You,SAT,Sega Saturn,SEGA,5th,N,1996,Simulation,Konami Digital Entertainment,0,0,0.38,0,0.38
5170,Nonomura Byoin no Hitobito,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Elf,0,0,0.36,0,0.36
5340,Street Fighter Alpha: Warriors' Dreams,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,Capcom,0,0,0.35,0,0.35
5831,Virtua Cop 2,SAT,Sega Saturn,SEGA,5th,N,1996,Shooter,Sega,0,0,0.3,0,0.3
5906,Dragon Force,SAT,Sega Saturn,SEGA,5th,N,1996,Strategy,Sega,0,0,0.3,0,0.3
5997,J-League Victory Goal '96,SAT,Sega Saturn,SEGA,5th,N,1996,Sports,Sega,0,0,0.29,0,0.29
6255,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,Sega Saturn,SEGA,5th,N,1996,Shooter,Namco Bandai Games,0,0,0.28,0,0.28
6570,J-League Pro Soccer Club wo Tsukurou!,SAT,Sega Saturn,SEGA,5th,N,1996,Sports,Sega,0,0,0.26,0,0.26
6606,Doukyuusei if,SAT,Sega Saturn,SEGA,5th,N,1996,Role-Playing,NEC,0,0,0.26,0,0.26
7024,Lunar: Silver Star Story,SAT,Sega Saturn,SEGA,5th,N,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23
7423,The King of Fighters '96,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,SNK,0,0,0.21,0,0.21
7554,Langrisser III,SAT,Sega Saturn,SEGA,5th,N,1996,Strategy,NCS,0,0,0.2,0,0.2
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,Sega Saturn,SEGA,5th,N,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2
8761,Saturn Bomberman,SAT,Sega Saturn,SEGA,5th,N,1996,Puzzle,Sega,0,0,0.15,0,0.15
9510,Last Bronx,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,Sega,0,0,0.13,0,0.13
9695,Fire ProWrestling S: 6Men Scramble,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12
9753,San Goku Shi V,SAT,Sega Saturn,SEGA,5th,N,1996,Strategy,Tecmo Koei,0,0,0.12,0,0.12
10095,Sega Touring Car Championship,SAT,Sega Saturn,SEGA,5th,N,1996,Racing,Sega,0,0,0.11,0,0.11
10216,Lunacy,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Sega,0,0,0.11,0,0.11
10231,Street Fighter Collection,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,Capcom,0,0,0.11,0,0.11
10283,Winter Heat,SAT,Sega Saturn,SEGA,5th,N,1996,Sports,Sega,0,0,0.11,0,0.11
10608,Sword & Sorcery,SAT,Sega Saturn,SEGA,5th,N,1996,Role-Playing,Micro Cabin,0,0,0.1,0,0.1
10710,Real Bout Garou Densetsu,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,SNK,0,0,0.1,0,0.1
11263,Tokimeki Memorial: Taisen Pazurudama,SAT,Sega Saturn,SEGA,5th,N,1996,Puzzle,Konami Digital Entertainment,0,0,0.08,0,0.08
11476,The Space Bar,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Sega,0,0,0.08,0,0.08
12651,Tanjou S Debut,SAT,Sega Saturn,SEGA,5th,N,1996,Simulation,NEC Interchannel,0,0,0.06,0,0.06
13218,Strikers 1945,SAT,Sega Saturn,SEGA,5th,N,1996,Shooter,Atlus,0,0,0.05,0,0.05
13417,Garou Densetsu 3: Road to the Final Victory,SAT,Sega Saturn,SEGA,5th,N,1996,Fighting,SNK,0,0,0.05,0,0.05
13717,Haunted Casino,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Societa,0,0,0.04,0,0.04
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,Sega Saturn,SEGA,5th,N,1996,Misc,ASK,0,0,0.03,0,0.03
14861,Hankou Shashin,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Imagineer,0,0,0.03,0,0.03
15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Sega Saturn,SEGA,5th,N,1996,Shooter,Gaga,0,0,0.02,0,0.02
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,Sega Saturn,SEGA,5th,N,1996,Misc,Sonnet,0,0,0.02,0,0.02
47,Super Mario 64,N64,Nintendo 64,Nintendo,5th,N,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89
64,Mario Kart 64,N64,Nintendo 64,Nintendo,5th,N,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87
485,Wave Race 64,N64,Nintendo 64,Nintendo,5th,N,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
575,Star Wars: Shadows of the Empire,N64,Nintendo 64,Nintendo,5th,N,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
1022,Cruis'n USA,N64,Nintendo 64,Nintendo,5th,N,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74
1821,Pilotwings 64,N64,Nintendo 64,Nintendo,5th,N,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12
2159,Mortal Kombat Trilogy,N64,Nintendo 64,Nintendo,5th,N,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96
2516,Killer Instinct Gold,N64,Nintendo 64,Nintendo,5th,N,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82
3821,Wayne Gretzky's 3D Hockey,N64,Nintendo 64,Nintendo,5th,N,1996,Sports,Nintendo,0.49,0.03,0,0,0.53
6524,Nightmare Creatures,N64,Nintendo 64,Nintendo,5th,N,1996,Action,Activision,0.21,0.05,0,0,0.26
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,Nintendo 64,Nintendo,5th,N,1996,Sports,Imagineer,0,0,0.22,0,0.22
7626,Snowboard Kids,N64,Nintendo 64,Nintendo,5th,N,1996,Sports,Atlus,0.16,0.04,0,0,0.2
7792,Jikkyou J-League Perfect Striker,N64,Nintendo 64,Nintendo,5th,N,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7861,Hexen,N64,Nintendo 64,Nintendo,5th,N,1996,Shooter,GT Interactive,0.15,0.04,0,0,0.19
7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,Nintendo 64,Nintendo,5th,N,1996,Sports,Imagineer,0,0,0.19,0,0.19
8594,Wonder Project J2: Koruro no Mori no Josette,N64,Nintendo 64,Nintendo,5th,N,1996,Simulation,Enix Corporation,0,0,0.12,0.04,0.16
11048,Saikyou Habu Shogi,N64,Nintendo 64,Nintendo,5th,N,1996,Misc,Seta Corporation,0,0,0.06,0.03,0.09
11204,Mahjong Master,N64,Nintendo 64,Nintendo,5th,N,1996,Misc,Konami Digital Entertainment,0,0,0.09,0,0.09
53,Gran Turismo,PS,PlayStation,SONY,5th,N,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
67,Final Fantasy VII,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72
96,Crash Bandicoot 2: Cortex Strikes Back,PS,PlayStation,SONY,5th,N,1997,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58
179,Tomb Raider II,PS,PlayStation,SONY,5th,N,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24
279,Frogger,PS,PlayStation,SONY,5th,N,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
360,Croc: Legend of the Gobbos,PS,PlayStation,SONY,5th,N,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
363,Tomb Raider III: Adventures of Lara Croft,PS,PlayStation,SONY,5th,N,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
528,Hot Shots Golf,PS,PlayStation,SONY,5th,N,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
631,Final Fantasy Tactics,PS,PlayStation,SONY,5th,N,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
686,Grand Theft Auto,PS,PlayStation,SONY,5th,N,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
706,TOCA Touring Car Championship,PS,PlayStation,SONY,5th,N,1997,Racing,Codemasters,0.07,2,0.02,0.18,2.28
717,Cool Boarders 2,PS,PlayStation,SONY,5th,N,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25
793,Derby Stallion,PS,PlayStation,SONY,5th,N,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09
853,Tenchu: Stealth Assassins,PS,PlayStation,SONY,5th,N,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99
884,Jet Moto 2,PS,PlayStation,SONY,5th,N,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
1076,NFL GameDay 98,PS,PlayStation,SONY,5th,N,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
1079,Time Crisis,PS,PlayStation,SONY,5th,N,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1228,Tiger Woods 99 PGA Tour Golf,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53
1232,Knockout Kings,PS,PlayStation,SONY,5th,N,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52
1250,NBA Live 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51
1252,Monopoly,PS,PlayStation,SONY,5th,N,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51
1439,Madden NFL 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35
1453,SaGa Frontier,PS,PlayStation,SONY,5th,N,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35
1494,Fighting Force,PS,PlayStation,SONY,5th,N,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32
1522,Test Drive 5,PS,PlayStation,SONY,5th,N,1997,Racing,Accolade,1.05,0.2,0,0.05,1.3
1553,Castlevania: Symphony of the Night,PS,PlayStation,SONY,5th,N,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27
1606,Oddworld: Abe's Oddysee,PS,PlayStation,SONY,5th,N,1997,Platform,GT Interactive,0.75,0.44,0,0.06,1.24
1637,Intelligent Qube,PS,PlayStation,SONY,5th,N,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22
1644,NBA Live 99,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,1.13,0.05,0,0.03,1.22
1645,Chocobo no Fushigi Dungeon,PS,PlayStation,SONY,5th,N,1997,Role-Playing,SquareSoft,0,0,1.14,0.08,1.22
1665,Test Drive 4,PS,PlayStation,SONY,5th,N,1997,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21
1688,Nuclear Strike,PS,PlayStation,SONY,5th,N,1997,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19
1749,Bushido Blade,PS,PlayStation,SONY,5th,N,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1756,Test Drive: Off Road,PS,PlayStation,SONY,5th,N,1997,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16
1782,Puyo Puyo Sun Ketteiban,PS,PlayStation,SONY,5th,N,1997,Puzzle,Compile,0,0,1.07,0.07,1.15
1854,Triple Play 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1
1888,Densha De Go!,PS,PlayStation,SONY,5th,N,1997,Simulation,Taito,0,0,1.02,0.07,1.09
1930,NHL 99,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07
1995,Tales of Destiny,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04
2037,The Lost World: Jurassic Park,PS,PlayStation,SONY,5th,N,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02
2052,Monster Rancher,PS,PlayStation,SONY,5th,N,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01
2058,Breath of Fire III,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1
2251,NHL 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92
2341,Ace Combat 2,PS,PlayStation,SONY,5th,N,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
2386,Need for Speed: V-Rally,PS,PlayStation,SONY,5th,N,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
2443,Rampage World Tour,PS,PlayStation,SONY,5th,N,1997,Action,GT Interactive,0.47,0.32,0,0.06,0.85
2494,Mega Man Legends,PS,PlayStation,SONY,5th,N,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83
2570,Moto Racer,PS,PlayStation,SONY,5th,N,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8
2606,Momotarou Dentetsu 7,PS,PlayStation,SONY,5th,N,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79
2643,Battle Stations,PS,PlayStation,SONY,5th,N,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78
2748,Street Fighter EX Plus Alpha,PS,PlayStation,SONY,5th,N,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2796,FIFA: Road to World Cup 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2894,Jeopardy!,PS,PlayStation,SONY,5th,N,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05,0.71
2918,NCAA Football 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,0.39,0.27,0,0.05,0.7
2950,Moto Racer 2,PS,PlayStation,SONY,5th,N,1997,Racing,Electronic Arts,0.39,0.26,0,0.05,0.69
2977,Star Wars: Masters of Teras Kasi,PS,PlayStation,SONY,5th,N,1997,Action,LucasArts,0.38,0.26,0,0.04,0.68
2984,Mortal Kombat Mythologies: Sub-Zero,PS,PlayStation,SONY,5th,N,1997,Fighting,GT Interactive,0.38,0.26,0,0.04,0.68
3187,Nightmare Creatures,PS,PlayStation,SONY,5th,N,1997,Action,Sony Computer Entertainment,0.35,0.24,0,0.04,0.63
3228,Final Fantasy VII International,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Square,0,0,0.59,0.04,0.63
3246,NBA ShootOut '97,PS,PlayStation,SONY,5th,N,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04,0.62
3311,Duke Nukem: Total Meltdown,PS,PlayStation,SONY,5th,N,1997,Shooter,GT Interactive,0.34,0.23,0,0.04,0.61
3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,PlayStation,SONY,5th,N,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59
3446,Diablo,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58
3802,Front Mission 2,PS,PlayStation,SONY,5th,N,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53
3901,Virtual Pool,PS,PlayStation,SONY,5th,N,1997,Sports,Interplay,0.28,0.19,0,0.03,0.51
3948,NHL FaceOff 98,PS,PlayStation,SONY,5th,N,1997,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,0.51
3989,RPG Maker,PS,PlayStation,SONY,5th,N,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5
4440,Independence Day,PS,PlayStation,SONY,5th,N,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44
4563,NHL FaceOff 99,PS,PlayStation,SONY,5th,N,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43
4594,Colony Wars,PS,PlayStation,SONY,5th,N,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42
4668,X-Men vs. Street Fighter,PS,PlayStation,SONY,5th,N,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42
4727,Command & Conquer: Red Alert,PS,PlayStation,SONY,5th,N,1997,Strategy,Virgin Interactive,0.23,0.16,0,0.03,0.41
4736,Armored Core,PS,PlayStation,SONY,5th,N,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41
4812,Pet in TV,PS,PlayStation,SONY,5th,N,1997,Strategy,Sony Computer Entertainment,0,0,0.38,0.03,0.4
4895,Bloody Roar,PS,PlayStation,SONY,5th,N,1997,Fighting,Virgin Interactive,0.22,0.15,0,0.03,0.39
4986,San Francisco Rush: Extreme Racing,PS,PlayStation,SONY,5th,N,1997,Racing,GT Interactive,0.21,0.15,0,0.03,0.38
5093,Tobal 2,PS,PlayStation,SONY,5th,N,1997,Fighting,SquareSoft,0,0,0.35,0.02,0.37
5191,MechWarrior 2: 31st Century Combat,PS,PlayStation,SONY,5th,N,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36
5196,Mobile Suit Z-Gundam,PS,PlayStation,SONY,5th,N,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36
5203,Big Bass World Championship,PS,PlayStation,SONY,5th,N,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36
5263,Formula 1 Championship Edition,PS,PlayStation,SONY,5th,N,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36
5379,Marvel Super Heroes,PS,PlayStation,SONY,5th,N,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34
5408,Point Blank,PS,PlayStation,SONY,5th,N,1997,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34
5551,DX Game of Life 2,PS,PlayStation,SONY,5th,N,1997,Misc,Takara,0,0,0.31,0.02,0.33
5601,Bust-A-Move '99,PS,PlayStation,SONY,5th,N,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5614,ESPN X-Games Pro Boarder,PS,PlayStation,SONY,5th,N,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5639,Rally Cross,PS,PlayStation,SONY,5th,N,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5661,Riven: The Sequel to Myst,PS,PlayStation,SONY,5th,N,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,PlayStation,SONY,5th,N,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32
5673,Shin Super Robot Taisen Special Disk,PS,PlayStation,SONY,5th,N,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32
5705,WarCraft II: The Dark Saga,PS,PlayStation,SONY,5th,N,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31
5738,Einhänder,PS,PlayStation,SONY,5th,N,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
5786,Final Fantasy IV,PS,PlayStation,SONY,5th,N,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31
5859,Cart World Series,PS,PlayStation,SONY,5th,N,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3
5894,Macross Digital Mission VF-X,PS,PlayStation,SONY,5th,N,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3
5941,Future Cop L.A.P.D.,PS,PlayStation,SONY,5th,N,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3
6000,SD Gundam G Century,PS,PlayStation,SONY,5th,N,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29
6112,VMX Racing,PS,PlayStation,SONY,5th,N,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28
6256,Armored Core: Project Phantasma,PS,PlayStation,SONY,5th,N,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28
6277,Dynasty Warriors,PS,PlayStation,SONY,5th,N,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27
6290,Dragon Ball GT: Final Bout,PS,PlayStation,SONY,5th,N,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27
6441,Gallop Racer 2: One and Only Road to Victory,PS,PlayStation,SONY,5th,N,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27
6469,Tomba!,PS,PlayStation,SONY,5th,N,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6675,Marie no Atelier: Salburg no Renkinjutsushi,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25
6757,Choro Q2,PS,PlayStation,SONY,5th,N,1997,Racing,Takara,0,0,0.23,0.02,0.25
6789,Spawn the Eternal,PS,PlayStation,SONY,5th,N,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
6817,K-1 Revenge,PS,PlayStation,SONY,5th,N,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
6818,G-Police,PS,PlayStation,SONY,5th,N,1997,Action,Psygnosis,0.13,0.09,0,0.02,0.24
7077,Critical Depth,PS,PlayStation,SONY,5th,N,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23
7093,Alundra,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
7106,Pocket Fighter,PS,PlayStation,SONY,5th,N,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
7129,Jersey Devil,PS,PlayStation,SONY,5th,N,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23
7426,Angel Blade: Neo Tokyo Guardians,PS,PlayStation,SONY,5th,N,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21
7599,MDK,PS,PlayStation,SONY,5th,N,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2
7769,J-League Jikkyou Winning Eleven 3,PS,PlayStation,SONY,5th,N,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19
7909,Princess Maker: Yumemiru Yosei,PS,PlayStation,SONY,5th,N,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19
7995,Treasures of the Deep,PS,PlayStation,SONY,5th,N,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19
8053,Klonoa: Door to Phantomile,PS,PlayStation,SONY,5th,N,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18
8095,Moon,PS,PlayStation,SONY,5th,N,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18
8299,Resident Evil Director's Cut: Dual Shock Edition,PS,PlayStation,SONY,5th,N,1997,Action,Capcom,0,0,0.16,0.01,0.17
8582,Power Stakes,PS,PlayStation,SONY,5th,N,1997,Sports,Aques,0,0,0.15,0.01,0.16
8720,Courier Crisis,PS,PlayStation,SONY,5th,N,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15
8819,Kowloon's Gate,PS,PlayStation,SONY,5th,N,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15
8942,Mobile Suit Gundam: Perfect One Year War,PS,PlayStation,SONY,5th,N,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15
8968,Turbo Prop Racing,PS,PlayStation,SONY,5th,N,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
9012,Fox Sports Golf '99,PS,PlayStation,SONY,5th,N,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14
9033,Thunder Truck Rally,PS,PlayStation,SONY,5th,N,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14
9060,Front Mission Alternative,PS,PlayStation,SONY,5th,N,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14
9099,Xevious 3D/G+,PS,PlayStation,SONY,5th,N,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
9132,Bravo Air Race,PS,PlayStation,SONY,5th,N,1997,Racing,THQ,0.08,0.05,0,0.01,0.14
9135,Gundam: The Battle Master,PS,PlayStation,SONY,5th,N,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14
9150,The Granstream Saga,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9168,NCAA Basketball Final Four 97,PS,PlayStation,SONY,5th,N,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14
9171,The Bombing Islands,PS,PlayStation,SONY,5th,N,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14
9296,Interactive Sampler Disc 6,PS,PlayStation,SONY,5th,N,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9378,Azure Dreams,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9422,Nagano Winter Olympics '98,PS,PlayStation,SONY,5th,N,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9658,Actua Tennis,PS,PlayStation,SONY,5th,N,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13
9684,Clock Tower: The First Fear,PS,PlayStation,SONY,5th,N,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12
9718,Magic: The Gathering - Battlemage,PS,PlayStation,SONY,5th,N,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12
9740,O.D.T.: Escape... Or Die Trying,PS,PlayStation,SONY,5th,N,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12
10084,Mass Destruction,PS,PlayStation,SONY,5th,N,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,0.11
10178,Maximum Force,PS,PlayStation,SONY,5th,N,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
10259,Felony 11-79,PS,PlayStation,SONY,5th,N,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11
10316,Hexen: Beyond Heretic,PS,PlayStation,SONY,5th,N,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
10661,Ghost in the Shell,PS,PlayStation,SONY,5th,N,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1
10677,Micro Machines V3,PS,PlayStation,SONY,5th,N,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1
10751,Descent Maximum,PS,PlayStation,SONY,5th,N,1997,Shooter,Interplay Productions,0.05,0.04,0,0.01,0.1
10771,Shadow Master,PS,PlayStation,SONY,5th,N,1997,Adventure,Psygnosis,0.05,0.04,0,0.01,0.1
